VacancyID,Job Title,Language,Education Level,Industry,Experience,VacancyDescription
29753,Administrative Clerk,German,Bachelor,Administration,10+,"We are looking for an additional Administrative Clerk to strengthen our team in the Administration industry with knowledge of German and 10+ years of experience, preferably with a Bachelor degree."
35549,Finance Manager,German,Bachelor,Logistics,5-10,"We are looking for an additional Finance Manager to strengthen our team in the Logistics industry with knowledge of German and 5-10 years of experience, preferably with a Bachelor degree."
49041,Administrative Clerk,Dutch,Bachelor,Administration,10+,"We are looking for an additional Administrative Clerk to strengthen our team in the Administration industry with knowledge of Dutch and 10+ years of experience, preferably with a Bachelor degree."
26044,Truck Driver,Dutch,High School,Transport,2-4,"We are looking for an additional Truck Driver to strengthen our team in the Transport industry with knowledge of Dutch and 2-4 years of experience, preferably with a High School degree."
42883,Cashier,English,High School,Wholesale and retail,5-10,"We are looking for an additional Cashier to strengthen our team in the Wholesale and retail industry with knowledge of English and 5-10 years of experience, preferably with a High School degree."
46233,Janitor,English,High School,Cleaning,0-1,"We are looking for an additional Janitor to strengthen our team in the Cleaning industry with knowledge of English and 0-1 years of experience, preferably with a High School degree."
35033,Administrative Clerk,English,Bachelor,Administration,5-10,"We are looking for an additional Administrative Clerk to strengthen our team in the Administration industry with knowledge of English and 5-10 years of experience, preferably with a Bachelor degree."
35515,Janitor,Spanish,High School,Cleaning,10+,"We are looking for an additional Janitor to strengthen our team in the Cleaning industry with knowledge of Spanish and 10+ years of experience, preferably with a High School degree."
48744,Data Analyst,Spanish,Bachelor,Financial intermediation,5-10,"We are looking for an additional Data Analyst to strengthen our team in the Financial intermediation industry with knowledge of Spanish and 5-10 years of experience, preferably with a Bachelor degree."
49498,Finance Manager,German,Bachelor,Manufacturing,5-10,"We are looking for an additional Finance Manager to strengthen our team in the Manufacturing industry with knowledge of German and 5-10 years of experience, preferably with a Bachelor degree."
30794,Professor,German,PhD,Research,0-1,"We are looking for an additional Professor to strengthen our team in the Research industry with knowledge of German and 0-1 years of experience, preferably with a PhD degree."
34852,Janitor,English,High School,Cleaning,5-10,"We are looking for an additional Janitor to strengthen our team in the Cleaning industry with knowledge of English and 5-10 years of experience, preferably with a High School degree."
25656,Administrative Clerk,French,High school,Administration,0-1,"We are looking for an additional Administrative Clerk to strengthen our team in the Administration industry with knowledge of French and 0-1 years of experience, preferably with a High school degree."
